Spam-Label,Document,value
0,Doc117,"This episode of Roderick on the line is brought you in part by Casper Casper is an online retailer of Premium mattresses that you can get delivered right to your door for a fraction of the price you paint stores to learn more visit Casper dot calm slash super train and by Cards Against Humanity this week. They ask pollen storm to help me. Say hi to John and John what's going on? How are things with you? Find out if I'm at home. Bye.Hello. Hi John, John John John Big Bad. John Coleman's and say one Precinct polling in San IQs. All Pensacola. And thank you. So freezing cold. It's 9 Tuesday. Alright, great, but enough that you know, what fuck you got to get my head all day. That's all it takes. If you got that you got Dr. Warm, you got to look at a real doctor, but if anything is getting better on the drums, he can handle real system and also, you know another one from them man. It's so loud in here. Oh, yeah.Dan this is Dr. Get stuck in your head another one from me last week didn't 3 days to get rid of listen to what the man so which has so many books. Will the thing is he said no now to do, you know what printer fax all allow it get in so many arguments about that are of Paul McCartney. Now, that song is on patiently great. Absolutely. Wonderful 200% Wonderful the absolutely the best completely Condors the seventies for me makes me feel like a kid again. Yep. Nonsensical not communicate any cogent thoughtI think you stopped doing a second pass on lyrics I mean it's pure music absolutely pure music means nothing makes yellow lyrics look like Chuck and if this ever changing World in which we live in now makes you that's terrible. None of it works when I was little I thought he I thought he was just like just Highland prepositions. I thought you said in this ever changing World in which we live in you know, I thought you said that to you know, but but even though he's not saying that it's just as bad. Yeah. I don't know man. He had a had a run so good so good but it requires that. I think that music is supposed to do a different thing. Then it then I think it is us to do we show is this"
0,Doc118,"This episode erotic on the line is brought you by square space start building your website today at Square space.com. No credit card required every the offer code super train at checkout to get 10% off and by Casper Casper is an online retailer of Premium mattresses that you can get delivered to your door for a fraction of the price you pay in stores to learn more visit Casper dot calm slash super train. Hello. Hi, John. Hi Marilyn, how's it going? Good. How's your settings? My settings are good. Now now that I've gone in and fix them all there was no reason that they should have changed. But of course, that's no explanation or I mean that's that's not it's not that they shouldn't have changed. It's not a computer decided and it has more information than I do probably just needs drawing from a lot of sources in real time showing you things. You didn't know you needed. Yeah, so it determined that everything needed to be reset and I needed to log in again using my secret password login one of me to log into the whole computer just so just everything is just wanted me to login everything all the time. You might get me might impact but you know what 25 % of what I do is logging in and this morning. I'm checking my emails. I realize that in a very short amount of time how long we had emails? How long have you been getting emails? I'm getting emails for 23 years 23 years. Okay. I have been getting emails for at least 6 that I can call this call. It's 16 even answering them for to get well and I'll explain want to put yourself out there too much. I'll explain why you know, you answer them and then your informations in the cloud, but but yeah, I was checking my email this morning and I realize now I have the exact same relationship to email that I have to real mail right? I'm sitting there in my but I'm sitting in my virtual front yard. I'll actually sorting through a bunch of flyers for grocery stores and stuff from the like 6 colleges that mistakenly think I want to go get a degree in in i t and some you know, it's just like I'm I throw 90% of the email I get immediately in the garbage and that is after spending probably 10000 man hours meticulous Lee adjusting my spam filters and sending. Oh my God Merlin. I'm sure you're going to roll your eyes at me, but I send unsubscribed. every time every time the University of San Francisco decides that I'm in alone again, you had jessalyn sites and that no one order the Gonzaga list, so it's not that it's not"
0,Doc119,"Hello. Hi, John. Ohh, hi Mari. Hi, how's it going? I'm good. Would you like to initiate a video chat? I know. Can you imagine can you measure if we had done this show all these years on video Wild if you will. All these years although it takes a while. So now I hadn't thought of that. We're on what what is this? This is 3660 my God, that's going to take so long 366 episodes going back and doing it on video. Listen listeners. We're going to need a lot of help on this. I guess we're going to need transcripts and we're going to need to go back if you can read listen to eat show cuz I know you listen to eat show a couple times probably the only way to really improve and then it could be a real boy. Hey, we're going to go back I think and look at our other photos and trying to duplicate our parents during all the different phases of Marilyn and John that they've been getting needs so much help with hair and makeup and meet you and where she polishing my beard. Okay, but here's the question to be forward looking about this videos in the past, man. Video long time ago we're going to make this for posterity and have it be something that your daughter can listen to and you know it to 2 to 40 years or how do we make it 4 we're compatible with technologies that would be satisfying to a person in the future is video going to be sunny has to Table Steaks. You know what I mean? Visit Dr. Should we do should we be doing this in in first person right person of Dr. I could he could be V our I mean 3 and she will you know, you can you get used to be Merlin or Bijan like just send him an email to your fighter you come in. Yeah and pick in the can upgrade with Robert going to get like 99/2 right like body Blow by Blow by blow out if you played a city of Kingston. Combination. Yeah, I don't know we could I guess we could do it. I mean it would it would be it would be fine. How about this? How about we do 1 very special episode where we we just recreate an episode of very special episode where we recreate an episode can't do it. We'll just make anamatics. The McElroy is people again, man, if it take a dump and somebody makes an automatic or what who do we have to blow to get an anamatic of our of our very funny bitch? What's on Adam attic and anamatic is when so in the industry, I think an anamatic is a a fairly wrong and it's basically here's what this will look like with very slight motion and we'll eventually enemy the whole"
0,Doc120,"Hello. Hi, John. Ohh, hey there Joe. Hey Marlon. How's it going? How did you get in here? So I get in I find a place, you know, it's like I say about roaches if there had you can get in there asking it is I don't answer but roaches had about roaches. Yeah. This is all lots of things. Oh, yeah interesting. Yeah, what the source of that ahead, you know. Yeah. That's something I never really thought about linked.For the roaches have heads but I guess of course they do. Thank you and you can take precautions. You can do things like you get you some some steel wool call you hereby still will be out a problem with that. Of course, is that hitting the climate that I live in the still will will Rust it is so wet and my office right now. Yeah. Well, you're really moist. I don't want to I don't want to give away your location, but the bottom of the hill, yeah, it's not complete but I do know the oceans at the bottom of the hell. Yeah. It's 7 I have my office is in the smoking patio of bottom of the hill or if you live today from Potrero Hill. It's very nice. And I do run a dehumidifier. That's a good that's a great item. Yeah, it's empty. Do you empty the dehumidifier account yet? I am P. Yeah use the basket. I use the bucket now you can I have a car and I learned about this from my landlord. You can get the the kind of that I ended up gettingNation you can attach a host of the back if you want to put it like in a basement situation also just always dreaming. Yes always on always on know me that's fine. I got to repeating task remember to to empty that the bucket it was very interesting very interesting life. How many lives here's the question? How many alarms go off in a typical day for you like a notification or like somebody's trying to set your house on fire alarms. How often does your phone go and it's a reminder for you to do something a lot. Tim how many times I need help if there's a way to find that out?Semen I can find it out about you remotely. I hope not I really super do I just a kick your nest please. Don't please don't have my Nest. I'm looking I'm clicking. So I'm in screen time during I'm busy and I hate to tell you to today. I've had 75 notifications. Well, you know, well, it's Liz has no one says yeah a lot of them see but you know for me a lot of that is because you know, I'm I'm real wired. I got everything wire. My phone tells me something just changed a little bit. She's a little bit over here. Something went something is one degree different than it was. I got 22 notifications about my garage."
0,Doc121,"Hello. Hi Jeff. Hi Merlin, how's it going? It's pretty early. Or Professor Loop and had a really tough night. I open my family was out of town for the night and I over did you do over did literally everything you over did? Dad, I over did the meet over did however did the putting course. Did your eyes taken too many photons. I think I think with me I like you know, I'm going to go I have some bad time. You know, it's a little dead. So I'm going to be an extra putting course. I put in question get you I had some drinks but but that would really only part of it. You know, I wasn't my time. You played a role played a role at all played a role and I think I watched 7 hours a TV. Ohh my heaven. Yeah. Yeah, whatever. I want it. I can just watch it true. Of course. You don't have to argue with anybody. You didn't have to give them to make a case for anything, but then I had to wake up so or sure sure, that's me too and then not show you had to wake up to you just set it but I had to do wake up. Wake up. Wake up Tony. What's funny is I set my alarm for the wrong time. But as I lay in bed luxury aiding in my Cyst hour of sleep. Well, yeah somewhere in 5th hours sleep. I think I heard The Sweet Tones of my daughter running down the hall. Talking in it kind of good morning Mrs. Torrance dial black overdone vocal fry the dinner til like scary monster level and just in how creepy and that's or anything. I can little boy. Listen Danny's Mouth She's Like. Goodbye. Davis is daughter and I taught her to say that without her knowing what it means going to be fired or Mom and now she's just really inhabited the character. I kind of regret not what you want here first thing in the morning though, you know, so she was doing that and and then, you know kind of that that that Grace at Grace person Grace who runs my calendar. Yeah gracea race. Can you call Merlin Grace said with your bad knee you shouldn't be throwing You set the alarm for 9:40. I don't know really your"
0,Doc122,"Hello, I John John John John. This is the part where a man watching you watch from Parliament. No, I don't know what that is. I mean I am I watching the English Parliament shit is fucking on it coming apart again flippers done Bo it is it. Yeah it is it is so it is on it is let you can second inside you can stream this on your computer devices that the parliament live dot TV or three you to do like the way they yell over the top of each other and and everything about us through some stuff at the whole business about the about the the the whatever the head of the head of the House of Commons who was like laying out on the bed that guy. Yeah Rhys milk. Yeah. Yeah that guys the guys that second piece of work now you got everybody bye Maine now or just like a new this is my new D&D. Smitty's fucking tabs open right now. I just for the first time since it was released. I just opened tweet deck and I am so online right now with the house of parliament is what I have. I got a lot of learning about the queen speech and update opening a parliament. I've learned about the difference in The Honorable in the right our number Appalachian and now I'm reading about the yellow Hammer report, which is very important. Also, are you are you know deal or are you deal I'm very concerned about the pro rocking. Let's just leave it at that. This is this is usually we were approaching the queen speech. There may be some there may be some program that may occur now that usually you'll you'll I don't know why they have to this is this just give me another job for me the tab to find out why we're part of it has to stand down for a period time before the queen speech the boy's parents and you see you soon. He's got Lilly's got a little bit of he's got a little bit of a plan going would you put up? For 5 weeks. Okay, you can't do that. You can't do that because we want to hear more about what happened in these in these people's won't miles about these discussions about this and what it's true intentions are so I guess another question I have is how do you feel about the about the Irish back door John the whole thing comes down to Ireland it if there is no on the hair. I'm craving a lot of the work of other people including cgp, Greg i'm crib."
0,Doc123,"Hello. Hi, John. Hi Merlin, how's it going? Roderick Roderick got a new number. the big bag of alias All the voices in your head calling Rado red. To be covered how you're doing. This is good as soon as you know, so we're going we're in Evergreen territory John. Oh, yeah. I know. I know we don't want to talk about Game of Thrones. What's on the list of really cuz it's cuz Deborah green. We're doing Evergreen we have I think I got an angle we can talk about that. You know, I got a nigger whenever you're ready. I can give you some of the items from the list. I mean, it's always there at as they say the back board. We have we did have a need don't don't need it because we got a lot of fun. We will help a lot of people we never needed but you know Game of Thrones. I'm a Ride Like the ending of that was what did you do it and then like I can't believe how quickly that characters moved around. They sure did and they did a good thing. They did other thing. Surprising in the other car was like what I disagree my piano fell over here. Totally agree man, I do with myself with you. Well, I disagree with no book is looking at about stuff down to the cookout. Yeah. Yeah people get people get real fired up. Oh, yeah. They're very excited. I read a lot of hot take this is do we want to reveal when no, no no. No, this is Evergreen. But you know, I was just Googling it, you know, I read the right up for the sake of argument if it was if it was you know last night was the final episode on June 19th at 6. I didn't like any of them. I didn't like a single hot take. Yeah. I didn't even like any of the book. Cooler taste. Okay not to post it's really okay. You will just set it brother, you know the thing I think a person forgets, you know, God bless their hearts, you know, you forget that the people are going to be fine without your post."
0,Doc124,"Hello. Hi, John. Hi Marlon, how's it going? Cuckoo, it's a real Vista into Island living. It is you know, what what our listeners know is that we skipped the first week of recording. So although we had to show this from here, but there could have been a is that right? I don't know. I don't remember. I'm really confused. If I don't look at the spreadsheet, I'm not going to remember. Yeah, it's a lot to take in. I trust a lot of my brain two spreadsheets and it's really mostly working out. You just got to remember to update the spreadsheet. I don't know how to use the spreadsheet. I want to keep trying to you would love it. Here's what I know about you like looking at Romania on Google Earth. Yes, you'd like tagging MP threes. I mean, I will tagging MP3 you you like an Emerson and immersive Act of I don't know. I mean, I've met at you like met a day that you like stuff that I'm just telling you. It's right. If you give me a stack of MP threes and and tell me to sort through. Yes all sort through them and give them some Rating say was a construction equipment. Oh, yeah. Well, no. No, no one here is really there's a lot of performance building. Per family building. Okay. Yeah, I mean lot of fences get erected people drive around and trucks. Okay, but I don't see any I mean Let me correct that from the from one year to the next you see new things here. But you also see a lot of people with hard hat song Staring off into the middle of distance might be like what to call make work project. There's quite a bit of that. Yeah, I can't imagine. Ohh, you know that might who knows what that beeping understand how spreadsheet Works high-level. You've got some tickets a table. You've got columns going this way and Hollins going that way. Yeah you right at rows and columns and rows and columns you a day. You add some words to a box. Yep. Yep to 4 Saturday then down somewhere else other things appear that populate because you added things pretty pretty much nailed it. Let me at the office here like to figure out how much money you're going to make. Hello know. Okay. Okay, I don't need to do a lot of what is Type speculation stuff Google roads in your call. I'm so so the Rosen the conferences are going to call me the cell and the cell is a little bit of data. And so that date it could be you could have maximum Xin minimums. You can say model based on this like tell me like what happens of these following things do"
0,Doc125,"Hello, John. Hey Marlon, how's it going? So sleepy time you have sleepy times little bit sleepy time. We up late last night John. Hey, I was what you were working on. We have we have a 3 dangerous Adventures. Oh, no, no dangerous eventually. No. No, I was watching a I was watching a war film for the front Friendly Fire pot. Oh well and sometimes sometimes you leave that till the last minute. Before before watching and so you know that it's the middle of the night me know. I love how do you think sometimes where I said it was looking really that's going to bed in a bad and sometimes I'll see you a little bit of your warm TV show and then some other star 2 two or three hour movie. Yeah. Yeah awesome means time to take a quick bath or it might be time for us next treat yourself time for us snack time. Remember I had time for a snack so leftover chicken wings and I said maybe this is a good time to to you know, have some chicken fix it last one hour and if it was even yeah exactly. Hey, it's it's time for bed. Okay. Yeah. I'm to make a roast beef sandwich you for the bath he take take your desk in there. It'd be nice. Well, the thing is it's all in my head. It's all part of going to bed, but it's the opposite of going to bed. It's a process. But you know, I do say it's bedtime and then a voice in my head does recognize that and given a sense right? Like ohh, yeah, it is bed time. Yeah, I got knowledge that version of this time. That's bad. Yeah sure good idea. So so a few weeks ago a few weeks ago. I was trying to get my daughter to be able to have a zoom. with the kid across the street And so I gave said kid across the street my like I logged into a computer. with my information and the kid across the street Apparently does not need parental supervision to use computer devices. Well, I closer to a Colton that Hodgeman. Yeah, and so what is the Spectrum on the one at least in the old the old days that used to be over here? You've got the devices are here using meantime, you want to discover your desk people and then over here. You got the other John and other other John who's not so fast. Well, hey, I'm sorry serious talk."
0,Doc126,"This episode of Runner comma line is brought you in part by Braintree code for easy online payments to learn more visit Braintree payments.com slash super train and by square space start building your website today at Square space.com, no credit card required and of the offer code super train at checkout to get 10% off squares days. Hello. Hi, John. Hi, Merlin. How's it going? Good. Good. Good good. I got the coins there. No, that's my keys. I I couldn't find my keys this morning. So I picked up my other keys and then when I got here my fob. Didn't work. And then I reached in my pocket and the my first set of keys was right in my pocket, right? We're like I looked there 16 times. How is that possible? What happened? Somebody's I got I'm not like I'm not it could be Gremlins could be Gremlins. I got thoughts on this gnomes, you know, what's a good sale on the internet? We're first the easiest me banner ads and then people develop Banner blindness. They called it which is you got so used to seeing this certain size ad unit that you're mine kind of unconsciously. Skip past it. So yeah, I skip pass those certain size dad's unit. So you do that unconsciously. Yes, good. Alright, did you do that on actually on purpose I do the unconsciously and consciously both that's terrific. Alright, I wish I could do that. What you don't you see them? They are like in your eyes no, no the main unconsciously sketch my problem. Is that these days if he if he pop over JavaScript window take over things like you to get the app for the news. So are we going to talk about this today? Is that what you want to do today? I'm writing that one word of running downtown words words of Time Magazine time time. I can't send I can't see Forbes anymore. They won't let me look at their website the vendor Robel Time Magazine has become I click bait bullshit party. Okay. I'm making click click pay bullshit. Okay on the right side. Sounds good. Okay. Here's my thought and shit cuz I have to write these down. Alright, why don't know I will update you but now you're typing up instead of writing them on a card West County Harley digit. I do everything digital now. I want to leave a note in my daughter's lunch box. I do not a brand new iPhone 6 S Plus. So so do you let me know either code if you have a paper less office there now, it should not not a scrap of paper here. You've been here only have a dial I have is Marvel balls with Ted dark eyes a computer. Well, that must be much more efficient. I got a thought on this and if this is this this this is 1000 flowers will Blum here because this leads to a large larger technology for me. I think when you look in your pocket sick,"
0,Doc127,"Hello. Hi, John. Hi Merlin, how's it going? Good, I really like your new Avatar your Skype Avatar. Thank you have Dr. Had or whatever Dr. Scarface and trying to thing where I am. I change things periodically 00 ever. You just recently change your passwords didn't say I'm always change my password when you have a new password. Do you make it so that it's something that you can type quickly or is it something that you have to kind of spider type like a spider typing I actually asking yeah, I would never choose a password that I can remember I see and I use a he's a little computer program that remembers my passwords for me. How do you remember the computer programmer who who blew penises the blue penis and it's right. I mean, I mean, I mean, well, it's all the way. I mean wow, so you just have the password to yeah the password to the computer machine. Yes, and it has the passwords to everything that's work his computer machine and then my password program has pass phrase which is a long sentence and I type that in and then that lets me get to individual passwords. So I see you have a pass phrase have a pass phrase. You have a pass phrase which is like, it's Delora message to Lauren consecutive Mrs. Ronnie is Ronnie and if it's something that only you could know, I don't know. Maybe I'm going to talk about it. That's not in photos of York. It's not what Mr. Fidel did fucking hell did see you that's the thing wouldn't work. Exactly cuz that's that's my pass phrase. He came prodigious lie in his shorts, but I changed all the OHS deserve because I'm late. Wow, you learned about that. I'm Fortune, right? Yeah. Sure. I'm not a new book. Hi Mariah, Mariah. This is terrific Kiki. Radical all he's totally I'd do it inverted moebius that right my truck moving inverted move. You start inverted movie has a lot to finish it. Did you just keep turn around your hand. I think you finish it when when you land and it doesn't matter where you are on the loop. I don't know exactly why Erwin this started but for some reason maybe starting a few months ago. Whenever I see some some kid walk around the neighborhood of a thing. I would say first interest in my head. I go 6/8, bro. an increase heeley, I would kind of"
0,Doc128,"Hello. Hi, John. Hi Marlon, how's it going? So good. So super dooper super different day different time. Yeah, right. It's not it's not too early. It's not too Monday. It is just what it is. I'm always ready for you right here. That can't be true. I'm treating myself today to this anything. I'm doing called The Taste of my youth where I go and I revisit case of my you so right now I'm having a 6 ounce can of Dole pineapple orange juice. Ohh God is good. I'll awesome concentrate. Yeah something I can't see, you know, tell me is that something that you you actually had as as you this this is the my metal and in my key is in gym class and 10th grade. We had a drink dispenser. You know, I got like a pop machine but it dispensed juice and there was this brand was call bluebird bluebird orange juice, which I've never heard of anywhere else and was orange juice it mostly just feel like pineapple and I always enjoyed it. I think when you get to concentrate, you know, you get a lot of get a pineapple aspect to it. Well, that's what thing what is a pineapple in concentrated orange. Hello my God remembered I never thought of it that way. Yeah sure. You take a bunch of oranges. Will this is what God did when you branches does. What is the 4/3 day crunch crunch it into an armadillo. This call is in school get into the pineapple and then Target Cactus and start getting the armadillos, but I learned so much from you every week. Yeah. Well, that's the thing about science. You know, you don't encounter pineapples like he's too I think pineapples like like people and Grill suits quick then I think it might be a thing with Lee the seventies what you know in the seventies, I spend a lot of time in Hawaii as we've talked about probably either many times or never. And you know, why in the seventies there were pineapple fields as far as the eye can see pineapple fields forever. It was but have a Fields Forever Living was easy with eyes closed and it was like one of the great things about going to Hawaii. It was sugar cane and pineapples this kind of this. I mean, they were plantations but but a big part of the culture there and all of that stuff is gone. Now you go to the Y in there. No, there's no sugar cane there. No pineapples really nice really because it's just so much cheaper to grow that stuff elsewhere, you know in China. I don't think they grow pineapples. They will they will nobody Betsy cheap enough. They found you know Dole pineapple conglomerate Inc."
0,Doc129,"This is the Shell Shell this episode of Roderick on the line is sponsored by Cards Against Humanity this week. They ask James T. Green to help say hi to John over. Hello, I John Hubbard. How is it going? So good to be back. Ohh, you're sick. I'm a little sick. You raid. You're still sick. It was a it was a bad one. It was a it was a virus has not passed see I got a flu shot. It wasn't a flu virus. It was a other virus now mystery virus that's not passed every all of my defenses and then kind me into thinking it was just a normal cold. For a couple of days so my my my battery won't start. My family's in the car down here the interview for a job. Yep. Yep. Exactly. Hey mastic fan belt. My fan belt fucking fan Valley got a fair about right here to prove. It must be feature. Right? So it's 1 o'clock in the morning and I'm just going to run to the store. If you like at night virus your cleaner articulate. Sure. Come on in. Yeah, so I had a little sore throat. I will stuffy nose and then in the middle of the night, I was 104 degrees and then I was freezing cold and then I was on it 4 degrees and I was like, this is no normal cold and then I had a fever for 3 days and then I went to the doctor. Oh shit, so I don't do know and I was like, you got to be kidding me with this. Let me guess you told you you had a virus in but Dr. It was a she and she said you have a virus. She said it with us like a smirk on her face like like you need your shit. Yeah. She was like, yeah. I know. You're sick, huh? Yeah. Hey, good night. Kimber the doctor happen, sometimes it's good thing you came. It is a good thing you came cuz it could have been something worse. So that's why I ordered all these tests, but she didn't amazing things. He hook me up to an IV and gave me a whole bag of What it's probably you know, radon medicredit this medical grade made on. Yeah, but lumped me right back up and I was like, oh I was dehydrated in addition to being all these other things feverishly shitting me dancer connect the connected you up to a bag just in the old me up with sailing and he needs help better. I felt better. I mean, I didn't feel great. No, no, but I mean I would do anything to not feel terrible. Yeah, that'll just getting up to a bag once in awhile. I feel better. There was nothing on there and I was like, can you throw some vitamin B12 and that too and whatever else give me some of that shit that Kennedy had all the Kennedy shit the Addison you later. Yeah. Give me a give me the Hitler shipment Kennedy shit and I'll go out and"
0,Doc130,"Hello. Hi, Don. Hello, Merlin. Hi John. How are you? Doing? Good, Happy Spring. Is it really in spring for a while? Actually, she's having a set of my car. It's Happy Spring you two. Are you had busting out all over? Yeah, well, there's so much pollen in the air up here that it's like it looks like it's no point snowing yellow. Crusty pollen somebody I'm super Metro yellow colored Paul. It's it's really lovely and then I had a chocolate eggs for breakfast. So yeah, that's what you get. That's what you had a heck of a dining day yesterday. I noticed man. Did I ever boil boy? And that's the kind of diet get you an article in like land sad or something? Yeah, that's good too. Thanks get a case case the interns gray. He could interact with plans handle enter incidentally. Yes. Sears I'm going to give you for Animals. Okay, which one does not belong in the group? Okay lion. tiger horse monkey why entire course monkey? I feel like this is not the right answer, but I'm going to say monkey because it's closer to bipedal. Right. That's that's pretty coming out for the wrong angle are now well, I don't know it's pretty pretty shitty. But we're working on some school this morning. Okay, and there were a lot of there were these questions is 4 things which one is Encino. It's like go over iron. It's a child question. They always at a trick questions and they all of them we're pretty obvious and then lion tiger horse monkey. And so we sat around for a while and every time you throw something out like that for any of those mostly bipedal. It's like sure but the Monkees mostly spend most of their time walk around on all fours horses are the closest in terms of domestication and her but you can domesticate a monkey medicated monkey Michael Jackson did for a while Elvis. Did I used to get my car? So way to the monkey helper helper monkeys give you a car. So wait what they come and pick it up. Yeah, you're member there. So I have that I had that that old Audi of my dad's. I don't know it was the first one was my van when my when the when the transmission fell out of my van. I went well the monkey hundred monkey pick up. Because the van the been was in grades."
0,Doc131,"Hello. Hi, John. Merlin how are you? I'm fine. I've been up for a while this morning. I feel like this may be the last day I use my old computer. You don't have equipment failures here to really well. I will make about me know I'm struggling with my cattle all your tea kettle and I have a really good Calvin. I like a lot but as I said you in our super secret private text Channel. Yes, it's it's giving me some grief. It's it's become a little bit like our agent cat. I see it farts. Sometimes I sound sometimes it leaves a turd buying the big plan for no particular reason. I just changed your box. If you are Kendall connected to your nest by any chance know now like to be the problem it has a microphone and it is but I was really a camera know anyway, it's just you know, it's like I don't know how Louis Scott but our cat is as you know, we were sold the bill of goods on this cat regarding an Asian girls for dude. I heard about that. Maybe she's not actually the age they said and yeah. Yeah. Yeah I have to spell is just removing teeth. Yeah, when you showed me the picture of the cat initially I was like, I know you're okay. It's a low mileage on that. Jalopy bring a trailer. Yeah, there's no way that has 100000 miles or no? No. No, they say there's no way that has less. Which may mean, you know, Domino has rolled over but I took a drill to it right now what you do? I think it's right. Well, what they do is they I suppose we could do that. But no the old cars they don't have they weren't meant to go 100000 miles. So the odometer doesn't get that big. Alright. Yeah rolls over the controlling over. Yeah. So you see one that's got it says like oh 65000 miles but the professional car people can look and say the upholstery gives it away. Okay butts too many bytes in the seat and it's not entirely unlike and a senior Hollywood actor who's trying to sell itself off is like somebody in their thirties. Yeah, like there's actually maybe you know, there's cosmetically maybe you tried to do some things. But anyway, like the cat I you know, I don't want to get rid of it like to chat my cuddle that kind of a great. It's a great Grimm Brothers stories, and I didn't murder dances. foot in tears and self into so that's my feeling about it, but it takes a lot of"
0,Doc132,"Hello. Hi, John. Ohh hey Merlin. Ohh. Hi, John. I didn't see you there. How are you? Hey, I've been meaning to call you. We're about due. Yeah, I just I've been busy. It's like me and baths every week whether I need it or not. Cuz alright benefits. My company said a lot of very memorable bunny what you're looking for people are doing. Oh, yeah, you know what you say that you said that cuz that your kids like you don't have a lot of Dell, but maybe you go out to let you know Kelsey or whatever. So yeah. I wonder what the poor people are doing, you know the poor people doing my grandmother used to say things to my dad that I can't repeat home now see Sheila from Kentucky. Yeah. We had a lot of things I can't be repeated. Yeah. It was all in order to get his coat. You wouldn't think my dad had a lot of go to but he did and his mother could really get to him. There's some dead that aren't they they are all this and having to you know, I was just thinking, you know, Max Roeser is not the Jazz drummer.For the Cards Against Humanity going to say no. I don't Max Roeser is a statistician who I love that this text. Yeah. Well Max roads are is a statistician call. Hang on. I'm sorry. Yes, I think actually I heard about this. I wouldn't say from Max tempkin. I know me about Max Roeser so minutes Rosanna is Rose ER she's a very interesting character. Hey, I guess you would I guess he described himself as a as an economist maybe or I mean, he's very philosophical but everything is somebody who likes to do. I want to say like data visualization of long term trans of living standards corrected is the same Max Rose R. 98 uni of Oxford his end and I'm thinking about it. You would never know. He was a German by his name, but he is really good at using data visit visualization there to to likeTurns out you about stuff you think you know about like ohh, you know the world is dying and he's like actually so my shit man. How are you people say like we've never there's never been more and he's like, nope. Actually. There's never been left. He does it over. Nobody's really good at he's very dispatch in it, but you can tell that he's passionate about the fax. Anyway, I was reading some macros because I like to do that his his little website our world in data data and I realize when you and I were bornRoughly about the same time the population of the world was 3.5 billion people. Okay, and now the population of role the 7.7 billion people the population of the world has doubled In Our Lifetime and every person that was walking around smoking."
0,Doc133,"Hello Rajan. Oh, man, I got a lot going on. I got to close some of the stuff. I've only been awake. Well, it's 4 after so it's technically I've been awake for 14 minutes, but that doesn't feel like it doesn't feel I feel like I was like feels like the flu even seems like I'm not not 100% awake. I just had first thing I did it turn on my computer looked at it and This is probably I don't know whether I honestly don't know which side of this you fall on her. But I think I think there's enough overlap here. That maybe you maybe maybe you share this nothing. I don't let's explore the space. Okay. I don't like looking at things. I hate looking at things are looking at things only things looking to me. I don't mind things which they don't like me. Don't just don't know. I don't mind that. I know I'm glad that okay. I like that went down. I'm going to write that. Okay, that's the first different. Sorry you and I are different. But if somebody says hey you got we got this project. I need you to look at it before it goes live. Where are you on that? Well, I need you to look at this. I need you to I need I need any I need to disclose to you that I did not sleep well last night and I haven't got that so I'm little bit of a homemade mass today. I'm I know I'm going to do great. That's a some it's not a bad question. It's a somewhat general question. Can you get back to me? We're back to me one more time. I'll know I'll correspond John. I'm I'm hoping my son Buffalo. I'm watching Levi 5 live performances to get pumped up, but I'm very still friends. I used to see you remind me of the guy from less of a 5 and I was like the the naked like fucking meatloaf, but it's up and what is underwear this file that Mancow level he zoning is a body. She's a meatloaf and she was like, ohh, yeah. I just I'm really into them in like you're so amazed. You seem really low and I was like, you know more than Bruce Lynch, of course, not Bruce Lynch's literally the worst thing to be compared."
0,Doc134,"This episode of Robert on the line is brought you and part Buy Braintree code for easy online payments to learn more right now, please visit Braintree payments.com slash super train and by square space start building your website today at Square space.com, no credit card required and of the offer code super training at checkout to get 10% off square space build it beautiful. Hello, John. Hi Marilyn. How's it going? Good, I'm sorry. I'm late. That's okay. I can I keep forgetting when the winter time that I have to warm up my truck for an hour and a half. How cold is it there? So right now it's not that cold. It's you know, it's in the cinema cold range, but it's not like cold cold, but the truck doesn't know that the truck doesn't like bread. So it's not really that you still want to go with this or it's 40. It's 40 fortyish 42. Let's say I don't just going to check the internet. Okay. Let's see what the Internet site 42 will first of all when you go to this website and search for weather in Seattle, Washington and give you the address of 490 James Street. I don't know where that is. 490 James. I probably reveal too much already. They say it downtown 3700 and overcast 10 feels like 37. So so I might calibration is 5 degrees off. And I'm going to have to I'm just going to have to talk that up to feeling like to being an optimist. I love that about you, right you're always looking on the bright side. It's 40, it's 42. It's not 37 1/37 pretty cold. It's cold. You're going to have a scattered scattered light rain until about 3 o'clock and then it will be cloudy. I think that's consistent with me up. My experience doesn't say anything about like road rage e fat middle-aged guys an F250. Yep. It says here you can look for that starred a little bit before 4, it will reach its peak at about 5:35 and I'll probably be some injuries by 7. I got a little glimpse of it this morning, but the bed and I just turn my windshield wipers on a way it went he still listen to Elias this song I figure out when what are you what are you driving now to to get to where you go if I could ask. Well, you know, I've got my got my 1979 GMC Suburban which which you know, I'm doubling down. On the Vintage GMC sure sure the family thank you for the GMC only has an AM radio. And so if I want to and it only has one speaker and it's in the middle of the day. Yeah, and the one speaker was I think designed to communicate only in beeps enroll or two. It was it was the speakers that I still sounds pretty good the bible stuff good. There is a great station in Seattle code k x i that always used to play big band music but as the big band generation has died now the old"
